name,venue,date,country,event,sex,round,url
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/men/100-metres/semi-final/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/men/100-metres/final/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/women/100-metres-hurdles/preliminary-round/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/women/100-metres-hurdles/heats/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/women/100-metres-hurdles/semi-final/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/women/100-metres-hurdles/final/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/men/110-metres-hurdles/preliminary-round/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/men/110-metres-hurdles/heats/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/men/110-metres-hurdles/semi-final/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/men/110-metres-hurdles/final/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/women/100-metres/preliminary-round/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/women/100-metres/heats/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/women/100-metres/semi-final/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/women/100-metres/final/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/men/100-metres/preliminary-round/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/men/100-metres/heats/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/men/100-metres/semi-final/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/men/100-metres/final/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/women/100-metres-hurdles/preliminary-round/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/women/100-metres-hurdles/heats/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/women/100-metres-hurdles/semi-final/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/women/100-metres-hurdles/final/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/men/110-metres-hurdles/preliminary-round/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/men/110-metres-hurdles/heats/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/men/110-metres-hurdles/semi-final/result
IAAF World Championships London 2017,London (Olympic Stadium),04 AUG 2017 - 13 AUG 2017,GBR,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/2017/iaaf-world-championships-london-2017-5151/men/110-metres-hurdles/final/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/women/100-metres/preliminary-round/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/women/100-metres/heats/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/women/100-metres/semi-final/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/women/100-metres/final/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/men/100-metres/preliminary-round/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/men/100-metres/heats/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/men/100-metres/semi-final/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/men/100-metres/final/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/women/100-metres-hurdles/preliminary-round/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/women/100-metres-hurdles/heats/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/women/100-metres-hurdles/semi-final/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/women/100-metres-hurdles/final/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/men/110-metres-hurdles/preliminary-round/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/men/110-metres-hurdles/heats/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/men/110-metres-hurdles/semi-final/result
15th IAAF World Championships,Beijing (National Stadium),22 AUG 2015 - 30 AUG 2015,CHN,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/2015/15th-iaaf-world-championships-4875/men/110-metres-hurdles/final/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/women/100-metres/preliminary-round/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/women/100-metres/heats/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/women/100-metres/semi-final/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/women/100-metres/final/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/men/100-metres/preliminary-round/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/men/100-metres/heats/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/men/100-metres/semi-final/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/men/100-metres/final/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/women/100-metres-hurdles/preliminary-round/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/women/100-metres-hurdles/heats/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/women/100-metres-hurdles/semi-final/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/women/100-metres-hurdles/final/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/men/110-metres-hurdles/preliminary-round/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/men/110-metres-hurdles/heats/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/men/110-metres-hurdles/semi-final/result
14th IAAF World Championships,Moskva (Luzhniki),10 AUG 2013 - 18 AUG 2013,RUS,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/2013/14th-iaaf-world-championships-4873/men/110-metres-hurdles/final/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/women/100-metres/preliminary-round/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/women/100-metres/heats/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/women/100-metres/semi-final/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/women/100-metres/final/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/preliminary-round/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/final/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/women/100-metres-hurdles/preliminary-round/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/women/100-metres-hurdles/heats/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/women/100-metres-hurdles/semi-final/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/women/100-metres-hurdles/final/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/110-metres-hurdles/preliminary-round/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/110-metres-hurdles/heats/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/110-metres-hurdles/semi-final/result
13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/110-metres-hurdles/final/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/women/100-metres/preliminary-round/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/women/100-metres/heats/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/women/100-metres/semi-final/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/women/100-metres/final/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/men/100-metres/preliminary-round/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/men/100-metres/heats/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/men/100-metres/semi-final/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/men/100-metres/final/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/women/100-metres-hurdles/preliminary-round/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/women/100-metres-hurdles/heats/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/women/100-metres-hurdles/semi-final/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/women/100-metres-hurdles/final/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/men/110-metres-hurdles/preliminary-round/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/men/110-metres-hurdles/heats/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/men/110-metres-hurdles/semi-final/result
12th IAAF World Championships in Athletics,Berlin (Olympiastadion),15 AUG 2009 - 23 AUG 2009,GER,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/2009/12th-iaaf-world-championships-in-athletics-3658/men/110-metres-hurdles/final/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/women/100-metres/preliminary-round/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/women/100-metres/heats/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/women/100-metres/semi-final/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/women/100-metres/final/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/men/100-metres/preliminary-round/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/men/100-metres/heats/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/men/100-metres/semi-final/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/men/100-metres/final/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/women/100-metres-hurdles/preliminary-round/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/women/100-metres-hurdles/heats/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/women/100-metres-hurdles/semi-final/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/women/100-metres-hurdles/final/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/men/110-metres-hurdles/preliminary-round/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/men/110-metres-hurdles/heats/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/men/110-metres-hurdles/semi-final/result
11th IAAF World Championships in Athletics,Osaka (Nagai Stadium),25 AUG 2007 - 02 SEP 2007,JPN,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/2007/11th-iaaf-world-championships-in-athletics-3653/men/110-metres-hurdles/final/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/women/100-metres/preliminary-round/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/women/100-metres/heats/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/women/100-metres/semi-final/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/women/100-metres/final/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/men/100-metres/preliminary-round/result
